provID	unik_station_beteckning	Undersökning	Stationsbeteckning	djup	Latitud	Longitud	Datum	artal	prov_nr	S	B	B_utan	N	bqi
18815	2208	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	3	64	58,9006996154785	18,0120277404785	2006-05-16	2006	1	1	1,27999996766448E-02	1,27999996766448E-02	2	0,4300429
18816	2208	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	3	64	58,9006996154785	18,0120277404785	2006-05-16	2006	2	1	0,137700006365776	0,137700006365776	6	0,8209909
18817	2208	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	3	64	58,9006996154785	18,0120277404785	2006-05-16	2006	3	1	2,21999995410442E-02	2,21999995410442E-02	2	0,4300429
18818	2209	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	4	58	58,8778610229492	18,0283508300781	2006-05-16	2006	1	5	1,8387999960687	1,8387999960687	160	4,527426
18819	2209	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	4	58	58,8778610229492	18,0283508300781	2006-05-16	2006	3	6	2,44399994285777	2,44399994285777	163	5,256711
18820	2209	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	4	58	58,8778610229492	18,0283508300781	2006-05-16	2006	2	5	4,04809999465942	4,04809999465942	87	5,201772
18821	2210	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	5	62	58,841911315918	17,994722366333	2006-05-16	2006	3	3	1,72090001963079	1,72090001963079	227	2,997324
18822	2210	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	5	62	58,841911315918	17,994722366333	2006-05-16	2006	1	3	1,46790004754439	1,46790004754439	319	3,056755
18823	2210	Bottenfaunaundersökning i Nynäshamns skärgård 2006:1	5	62	58,841911315918	17,994722366333	2006-05-16	2006	2	3	1,12400005944073	1,12400005944073	336	3,001472
18824	2211	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	1	53	59,0133171081543	18,2379302978516	2006-12-19	2006	1	6	3,50960004795343	3,50960004795343	176	5,883003
18825	2211	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	1	53	59,0133171081543	18,2379302978516	2006-12-19	2006	2	5	1,18949997937307	1,18949997937307	106	7,220683
18826	2211	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	1	53	59,0133171081543	18,2379302978516	2006-12-19	2006	3	6	2,2346999719739	2,2346999719739	166	6,968352
18827	2212	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	2	57	59,0234756469727	18,2753295898438	2006-12-19	2006	2	6	4,71509984042495	4,71509984042495	186	6,459912
18828	2212	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	2	57	59,0234756469727	18,2753295898438	2006-12-19	2006	3	5	1,40350002120249	1,40350002120249	125	5,117841
18829	2212	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	2	57	59,0234756469727	18,2753295898438	2006-12-19	2006	1	5	5,90790025517344	5,90790025517344	199	5,626339
18830	2213	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	3	60,5	59,0342979431152	18,3024158477783	2006-12-19	2006	3	5	2,75729993637651	2,75729993637651	201	4,362936
18831	2213	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	3	60,5	59,0342979431152	18,3024158477783	2006-12-19	2006	2	5	3,13279990386218	3,13279990386218	225	4,821155
18832	2213	Bottenfaunaundersökning i Nynäshamns skärgård 2006:2	3	60,5	59,0342979431152	18,3024158477783	2006-12-19	2006	1	5	3,38249997328967	3,38249997328967	224	4,417452
355214	12299	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 1	5,4	58,01145	16,778	2008-09-27	2008	1	7			37	6,12811
355215	12299	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 1	5,4	58,01145	16,778	2008-09-27	2008	2	11			242	5,780392
355216	12299	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 1	5,4	58,01145	16,778	2008-09-27	2008	3	15			108	9,873565
355217	12300	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 2	5,3	58,0162333333333	16,7786	2008-09-27	2008	1	7			71	3,196463
355218	12300	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 2	5,3	58,0162333333333	16,7786	2008-09-27	2008	2	9			311	5,439874
355219	12300	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 2	5,3	58,0162333333333	16,7786	2008-09-27	2008	3	7			214	4,828851
355220	12301	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 3	2	58,0133333333333	16,7938833333333	2008-09-27	2008	1	11			95	7,964358
355221	12301	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 3	2	58,0133333333333	16,7938833333333	2008-09-27	2008	2	9			127	2,651515
355222	12301	Inventering av bottenfauna i Torrö naturreservat, Östergötlands skärgård	Tö 3	2	58,0133333333333	16,7938833333333	2008-09-27	2008	3	10			55	5,068111
355223	12302	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB1	25,4	60,2416343688965	18,8196659088135	2007-09-18	2007	1	6			88	7,524099
355224	12302	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB1	25,4	60,2416343688965	18,8196659088135	2007-09-18	2007	3	5			87	7,866095
355225	12302	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB1	25,4	60,2416343688965	18,8196659088135	2007-09-18	2007	2	5			109	8,382191
355226	12303	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB2	27,3	60,2434844970703	18,8372993469238	2007-09-18	2007	2	9			76	6,17284
355227	12303	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB2	27,3	60,2434844970703	18,8372993469238	2007-09-18	2007	1	7			41	5,00626
355228	12304	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB3	31,5	60,2226486206055	18,7711505889893	2007-09-19	2007	1	7			117	6,417861
355229	12304	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB3	31,5	60,2226486206055	18,7711505889893	2007-09-19	2007	3	2			2	1,022403
355230	12304	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB3	31,5	60,2226486206055	18,7711505889893	2007-09-19	2007	2	1			1	0,2508583
355231	12305	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB4	21,5	60,2151832580566	18,7585163116455	2007-09-19	2007	2	9			107	5,491071
355232	12305	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB4	21,5	60,2151832580566	18,7585163116455	2007-09-19	2007	1	8			119	5,348375
355233	12305	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB4	21,5	60,2151832580566	18,7585163116455	2007-09-19	2007	3	5			99	4,017954
355234	12306	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB5	26	60,1987152099609	18,8261833190918	2007-09-19	2007	3	7			120	5,577484
355235	12306	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB5	26	60,1987152099609	18,8261833190918	2007-09-19	2007	2	8			70	5,839964
355236	12306	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB5	26	60,1987152099609	18,8261833190918	2007-09-19	2007	1	7			123	6,893116
355237	12307	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB6	25	60,1916351318359	18,8069000244141	2007-09-19	2007	1	10			134	4,922266
355238	12307	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB6	25	60,1916351318359	18,8069000244141	2007-09-19	2007	3	10			75	6,248356
355239	12307	Makrofauna öster om Singö (utpekat BSPA-område i Stockholms län)	SB6	25	60,1916351318359	18,8069000244141	2007-09-19	2007	2	13			134	8,4764
355245	12313	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB1	66	59,1910443	18,6163247	2008-05-26	2008	1	7	0,747999989893287	0,747999989893287	80	8,021564
355246	12313	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB1	66	59,1910443	18,6163247	2008-05-26	2008	2	6	2,13700003921986	2,13700003921986	48	8,132075
355247	12313	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB1	66	59,1910443	18,6163247	2008-05-26	2008	3	6	0,567999998107553	0,567999998107553	152	6,27095
355248	12314	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB2	95	59,1908635	18,6030582	2008-05-26	2008	1	5	2,76899996399879	2,76899996399879	114	8,500813
355249	12314	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB2	95	59,1908635	18,6030582	2008-05-26	2008	2	5	1,19500002637506	1,19500002637506	183	8,547246
355250	12314	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB2	95	59,1908635	18,6030582	2008-05-26	2008	3	5	5,95199996605515	5,95199996605515	127	9,28476
355251	12315	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB3	83	59,1878346	18,5956339	2008-05-26	2008	1	3	0,64600002579391	0,64600002579391	91	5,173953
355252	12315	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB3	83	59,1878346	18,5956339	2008-05-26	2008	2	5	0,709999982267618	0,709999982267618	82	7,065971
355253	12315	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB3	83	59,1878346	18,5956339	2008-05-26	2008	3	4	0,540000004693866	0,540000004693866	74	6,812746
355254	12316	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB4	75	59,1744433	18,5993716	2008-05-26	2008	1	6	9,22699984535575	9,22699984535575	234	10,96152
355255	12316	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB4	75	59,1744433	18,5993716	2008-05-26	2008	2	5	1,82400003261864	1,82400003261864	226	10,67853
355256	12316	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB4	75	59,1744433	18,5993716	2008-05-26	2008	3	6	2,12600000668317	2,12600000668317	238	10,95498
355257	12317	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB5	65	59,1697991	18,6148078	2008-05-27	2008	1	5	2,65700004249811	2,65700004249811	258	10,68109
355258	12317	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB5	65	59,1697991	18,6148078	2008-05-27	2008	2	5	2,42200007662177	2,42200007662177	235	10,26187
355259	12317	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB5	65	59,1697991	18,6148078	2008-05-27	2008	3	4	1,77900001220405	1,77900001220405	223	9,856091
355260	12318	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB6	89	59,1612114	18,5910862	2008-05-27	2008	1	5	1,966000020504	1,966000020504	229	10,05943
355261	12318	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB6	89	59,1612114	18,5910862	2008-05-27	2008	2	5	1,89499995112419	1,89499995112419	233	10,44619
355262	12318	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB6	89	59,1612114	18,5910862	2008-05-27	2008	3	6	1,29999998211861	1,29999998211861	214	10,80491
355263	12319	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB7	74	59,1643373	18,5797433	2008-05-27	2008	1	5	8,17799996957183	8,17799996957183	251	9,37733
355264	12319	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB7	74	59,1643373	18,5797433	2008-05-27	2008	2	4	2,2470000050962	2,2470000050962	309	8,492263
355265	12319	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB7	74	59,1643373	18,5797433	2008-05-27	2008	3	5	2,21399993635714	2,21399993635714	272	9,832236
355266	12320	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB8	69	59,1528901	18,5290345	2008-05-27	2008	1	5	0,837000010535121	0,837000010535121	107	6,774084
355267	12320	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB8	69	59,1528901	18,5290345	2008-05-27	2008	2	4	3,21199998632073	3,21199998632073	244	5,305435
355268	12320	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB8	69	59,1528901	18,5290345	2008-05-27	2008	3	5	1,19199999049306	1,19199999049306	183	6,726041
355269	12321	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB9	70	59,1578431	18,5305475	2008-05-27	2008	1	4	0,479999999515712	0,479999999515712	116	4,216927
355270	12321	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB9	70	59,1578431	18,5305475	2008-05-27	2008	2	5	1,5769999679178	1,5769999679178	113	4,912904
355271	12321	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB9	70	59,1578431	18,5305475	2008-05-27	2008	3	5	0,96600001771003	0,96600001771003	135	4,696699
355272	12322	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB10	73	59,1620984	18,546435	2008-05-28	2008	1	5	2,05099996551871	2,05099996551871	79	6,994097
355273	12322	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB10	73	59,1620984	18,546435	2008-05-28	2008	2	5	1,03899999149144	1,03899999149144	76	5,668015
355274	12322	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB10	73	59,1620984	18,546435	2008-05-28	2008	3	5	2,71500003896654	2,71500003896654	130	6,282851
355275	12323	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB11	65	59,168274	18,5466144	2008-05-28	2008	1	5	1,735999988392	1,735999988392	223	8,720073
355276	12323	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB11	65	59,168274	18,5466144	2008-05-28	2008	2	5	2,08500002138317	2,08500002138317	254	9,85458
355277	12323	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB11	65	59,168274	18,5466144	2008-05-28	2008	3	5	1,3429999910295	1,3429999910295	175	8,494818
355278	12324	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB12	60	59,1761004	18,5426217	2008-05-28	2008	1	5	0,785000014584512	0,785000014584512	108	7,299471
355279	12324	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB12	60	59,1761004	18,5426217	2008-05-28	2008	2	5	0,884000011719763	0,884000011719763	85	7,133053
355280	12324	Marinbiologisk undersökning av djupa bottnar i naturreservaten Nämdö och Lilla Husarn	NHB12	60	59,1761004	18,5426217	2008-05-28	2008	3	5	1,41400001384318	1,41400001384318	124	6,816364
355281	12325	Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden	NB1	9,1	58,8885650634766	18,1266670227051	2007-08-17	2007	1	11			386	5,57531
355282	12326	Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden	NB2	10	58,8833999633789	18,1085338592529	2007-08-17	2007	1	11			530	5,577451
355283	12327	Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden	NB3	15	58,886116027832	18,1488666534424	2007-08-18	2007	1	8			104	5,182675
355284	12328	Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden	NB4	14	58,8913154602051	18,1403160095215	2007-08-18	2007	1	0			0	0
355285	12329	Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden	NB5	12	58,8641662597656	18,1302165985107	2007-08-19	2007	1	4			11	2,402709
355286	12330	Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden	NB6	15	58,86872	18,08643	2007-08-20	2007	1	3			4	2,675822
355287	12331	Marinbiologisk undersökning och naturvärdesbedömning av Nåttarös grundområden	NB7	13	58,88217	18,0954	2007-08-20	2007	1	12			353	8,410583
355288	12332	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B1	10,4	59,4317817687988	19,1963157653809	2007-08-23	2007	1	11			387	7,683661
355289	12333	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B10	5,3	59,4310493469238	19,2013492584229	2007-08-23	2007	1	13			533	7,726778
355290	12334	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B11	17,6	59,4259834289551	19,2122173309326	2007-08-24	2007	1	6			21	2,827828
355291	12335	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B12	47,5	59,4320182800293	19,2178840637207	2007-08-24	2007	1	2			9	0,4430411
355292	12336	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B2	29,5	59,4232177734375	19,1839504241943	2007-08-23	2007	1	9			184	10,61376
355293	12337	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B3	21,5	59,4158325195313	19,1824493408203	2007-08-23	2007	1	10			213	8,718081
355294	12338	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B4	15	59,4152336120605	19,1997833251953	2007-08-23	2007	1	9			281	7,206294
355295	12339	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B5	11,2	59,4211502075195	19,1998500823975	2007-08-23	2007	1	5			414	4,004043
355296	12340	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B6	42,2	59,4472999572754	19,2001991271973	2007-08-23	2007	1	7			154	10,28046
355297	12341	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B7	8,8	59,4469833374023	19,2129001617432	2007-08-23	2007	1	11			358	6,555357
355298	12342	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B8	19,5	59,441967010498	19,2054328918457	2007-08-23	2007	1	14			204	8,570272
355299	12343	Marinbiologisk undersökning och naturvärdesbedömning av Stora Nassas djupbottnar	SN B9	7,3	59,4366836547852	19,2066173553467	2007-08-23	2007	1	10			281	5,898798
478452	24098	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	T/H	39,3	56,0761666695277	14,93531665802	2011-05-04	2011	1	6	3,31950009986758	3,31950009986758	74	6,471953
478453	24098	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	T/H	39,3	56,0761666695277	14,93531665802	2011-05-04	2011	2	5	4,13260001689196	4,13260001689196	76	5,764083
478454	24098	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	T/H	39,3	56,0761666695277	14,93531665802	2011-05-04	2011	3	7	2,54620004538447	2,54620004538447	89	6,532991
478455	24099_52020_52492_52759	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	TÖ	15,4	56,1676666736603	15,0626666665077	2011-05-04	2011	1	8	12,5394002520479	12,5394002520479	94	5,108571
478456	24099_52020_52492_52759	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	TÖ	15,4	56,1676666736603	15,0626666665077	2011-05-04	2011	2	8	9,49230015912326	9,49230015912326	104	4,99883
478457	24099_52020_52492_52759	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	TÖ	15,4	56,1676666736603	15,0626666665077	2011-05-04	2011	3	8	14,7847997110803	14,7847997110803	126	5,317534
478458	24100_52068	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	B2	24,8	56,1083333333333	15,1609833399455	2011-05-03	2011	1	10	5,49799979431555	5,49799979431555	325	8,952822
478459	24100_52068	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	B2	24,8	56,1083333333333	15,1609833399455	2011-05-03	2011	2	8	7,8989999803016	7,8989999803016	205	9,578776
478460	24100_52068	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	B2	24,8	56,1083333333333	15,1609833399455	2011-05-03	2011	3	9	8,04160014679655	8,04160014679655	206	9,720379
478461	24101_52075	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K3	9,1	56,1193333307902	15,5119833310445	2011-05-02	2011	1	7	5,3527001645416	5,3527001645416	68	3,068032
478462	24101_52075	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K3	9,1	56,1193333307902	15,5119833310445	2011-05-02	2011	2	9	3,71440001763403	3,71440001763403	60	4,076923
478463	24101_52075	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K3	9,1	56,1193333307902	15,5119833310445	2011-05-02	2011	3	8	4,32340001501143	4,32340001501143	94	2,92056
478464	24102_52478_52706	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K5	13,3	56,15	15,6088333129883	2011-05-02	2011	1	6	4,98510015872307	4,98510015872307	111	1,850473
478465	24102_52478_52706	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K5	13,3	56,15	15,6088333129883	2011-05-02	2011	2	7	3,76099989400245	3,76099989400245	26	4,690241
478466	24102_52478_52706	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K5	13,3	56,15	15,6088333129883	2011-05-02	2011	3	5	3,28020011587068	3,28020011587068	30	2,601249
478467	24103_52089	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K7	7,2	56,1230000019074	15,6881500244141	2011-05-03	2011	1	7	5,66729985550046	5,66729985550046	58	3,669699
478468	24103_52089	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K7	7,2	56,1230000019074	15,6881500244141	2011-05-03	2011	2	10	4,22750007780269	4,22750007780269	132	4,370809
478469	24103_52089	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	K7	7,2	56,1230000019074	15,6881500244141	2011-05-03	2011	3	8	3,23739992221817	3,23739992221817	126	4,32687
478470	24104_52052	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KA	14,8	56,1471666653951	14,8221499760946	2011-05-04	2011	1	11	4,06549994327361	4,06549994327361	121	6,012581
478471	24104_52052	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KA	14,8	56,1471666653951	14,8221499760946	2011-05-04	2011	2	11	7,31170018133707	7,31170018133707	160	6,121901
478472	24104_52052	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KA	14,8	56,1471666653951	14,8221499760946	2011-05-04	2011	3	10	5,84290012728889	5,84290012728889	138	6,059012
478473	24105_52081	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	Kaarv4	20,8	56,1335000038147	15,5996666590373	2011-05-02	2011	1	3	13,7061996236444	13,7061996236444	71	2,352787
478474	24105_52081	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	Kaarv4	20,8	56,1335000038147	15,5996666590373	2011-05-02	2011	2	8	15,0010003866628	15,0010003866628	80	4,299705
478475	24105_52081	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	Kaarv4	20,8	56,1335000038147	15,5996666590373	2011-05-02	2011	3	3	14,224500448443	14,224500448443	58	2,666266
478476	24106_25803_52992_53177	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KD1	13,7	55,9664000193278	14,5353666941325	2011-05-05	2011	1	7	2,38840000517666	2,38840000517666	520	6,999377
478477	24106_25803_52992_53177	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KD1	13,7	55,9664000193278	14,5353666941325	2011-05-05	2011	2	7	2,37549998005852	2,37549998005852	218	11,69967
478478	24106_25803_52992_53177	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KD1	13,7	55,9664000193278	14,5353666941325	2011-05-05	2011	3	6	0,642000015825033	0,642000015825033	275	5,281863
478479	24107_25804_52993_53178	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KD2	14	55,8665999730428	14,2775499979655	2011-05-05	2011	1	8	0,178999999538064	0,178999999538064	31	7,71346
478480	24107_25804_52993_53178	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KD2	14	55,8665999730428	14,2775499979655	2011-05-05	2011	2	7	1,74330001394264	1,74330001394264	53	4,328604
478481	24107_25804_52993_53178	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KD2	14	55,8665999730428	14,2775499979655	2011-05-05	2011	3	6	0,23900000564754	0,23900000564754	23	6,036415
478487	24109	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KN	21,6	56,1416666666667	14,8906666437785	2011-05-04	2011	1	8	8,19230002757104	8,19230002757104	136	6,686465
478488	24109	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KN	21,6	56,1416666666667	14,8906666437785	2011-05-04	2011	2	9	7,32519993931055	7,32519993931055	249	6,968504
478489	24109	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	KN	21,6	56,1416666666667	14,8906666437785	2011-05-04	2011	3	8	10,0371996855829	10,0371996855829	178	6,293829
478490	24110_52030	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	L12	5,8	56,0283333341281	14,5793333053589	2011-05-05	2011	1	8	4,67650004313327	4,67650004313327	144	5,622986
478491	24110_52030	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	L12	5,8	56,0283333341281	14,5793333053589	2011-05-05	2011	2	10	9,21089991007466	9,21089991007466	486	5,868704
478492	24110_52030	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	L12	5,8	56,0283333341281	14,5793333053589	2011-05-05	2011	3	9	4,02519998062053	4,02519998062053	140	5,613793
478493	24111_52484_52728	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	M1	15,1	56,1178333361944	14,7868333180745	2011-05-04	2011	1	10	7,43119998415932	7,43119998415932	676	4,919797
478494	24111_52484_52728	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	M1	15,1	56,1178333361944	14,7868333180745	2011-05-04	2011	2	13	5,46569993835874	5,46569993835874	436	5,733764
478495	24111_52484_52728	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	M1	15,1	56,1178333361944	14,7868333180745	2011-05-04	2011	3	9	4,38699992599868	4,38699992599868	478	4,95239
478496	24112_52054	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	M2	17,4	56,1233333349228	14,7616666793823	2011-05-04	2011	1	9	50,9582981157582	50,9582981157582	1355	5,283088
478497	24112_52054	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	M2	17,4	56,1233333349228	14,7616666793823	2011-05-04	2011	2	12	48,691999234492	48,691999234492	528	6,102654
478498	24112_52054	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	M2	17,4	56,1233333349228	14,7616666793823	2011-05-04	2011	3	10	33,3464994542301	33,3464994542301	797	5,635467
478499	24113_52090	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	N1	15,3	56,1506666660309	15,6668333053589	2011-05-03	2011	1	5	9,011200373061	9,011200373061	40	2,593837
478500	24113_52090	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	N1	15,3	56,1506666660309	15,6668333053589	2011-05-03	2011	2	5	5,64119996200316	5,64119996200316	31	2,788375
478501	24113_52090	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	N1	15,3	56,1506666660309	15,6668333053589	2011-05-03	2011	3	4	5,86920014582574	5,86920014582574	29	2,610858
478502	24114_52082_52733	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	N2	14,6	56,1300000031789	15,5716499964396	2011-05-02	2011	1	6	6,9476999999024	6,9476999999024	49	2,597894
478503	24114_52082_52733	SRK BKVVF och VHVVF Hanöbukten udda år från 2011	N2	14,6	56,1300000031789	15,5716499964396	2011-05-02	2011	2	5	8,75679976772517	8,75679976772517	34	2,893126
