Datatyp;Kontrollstatus;Kontrollerad av;År;Stationsnamn;Rapporterat stationsnamn;ID Provplats;ID Övervakningsstation;Projekt;Beställare;Besöks-ID;Provtagningsdatum;Shark prov id MD5;Provtagningsdatum (start);Provtagningstid (start);Provtagningsdatum (slut);Provtagningstid (slut);Provets latitud (DM);Provets longitud (DM);Provets latitud (DD);Provets longitud (DD);Vattendjup vid stationen;Besökskommentar;Rapporterat id;Provets övre djup;Provets nedre djup;Provtagningslaboratorium;Provkommentar;Vetenskapligt namn;Art-flagga;Dyntaxa-ID;Parameter;Mätvärde;Mätenhet;Q-flagga;Värde beräknat av datavärd;Kön (kod);Utvecklingsstadium (kod);Trofityp (kod);Storleksklass;Metoddokument;Metodreferens (kod);Variabel-kommentar;Analyslaboratorium;Vattenkategori;Vattendistrikt;Vattenförekomst;Vattenförekomst-kod;Typområde;Havsbassäng;HELCOM/OSPAR-område;Ekonomisk zon;Län;Kommun;Stationid VISS;Rike;Stam;Klass;Ordning;Familj;Släkte;Art;Föräldrataxa;Rödlista kategori;Rapporterat vetenskapligt namn;Rapporterad parameter;Rapporterat värde;Rapporterad enhet;Leveranspaket;Filnamn
Zoobenthos;Klar;Leverantör;1996;BCS III-10;BCS III-10;00135636;00263953;NAT Nationell miljöövervakning;Naturvårdsverket;;1996-05-14;80b62b80074f78952220ff1f74932703;1996-05-14;;;;55 33.07;18 23.65;55,55125;18,39415;90;Ursprunglig koordinat 553300 182400 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / 90.5, 90, 90, 90.5, 90.5 Ursprunglig koordinat 5533075 1823649;4;;;Stockholms universitet;NV4;Saduria entomon;;101726;Abundance;9,80392;ind/m2;;Y;;;;;;;;Stockholms universitet;Utsjövatten;Övriga områden utanför Sverige;Del av Ö Gotlandshavets utsjövatten;;;09 - Östra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_2;SHARK_Zoobenthos_1971_2006_SUSE_2_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1996;BCS III-10;BCS III-10;00135636;00263953;NAT Nationell miljöövervakning;Naturvårdsverket;;1996-05-14;e94ce68bdb5f5807427a577847885acb;1996-05-14;;;;55 33.07;18 23.65;55,55125;18,39415;90;Ursprunglig koordinat 553300 182400 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / 90.5, 90, 90, 90.5, 90.5 Ursprunglig koordinat 5533075 1823649;5;;;Stockholms universitet;NV4;Saduria entomon;;101726;Abundance;9,80392;ind/m2;;Y;;;;;;;;Stockholms universitet;Utsjövatten;Övriga områden utanför Sverige;Del av Ö Gotlandshavets utsjövatten;;;09 - Östra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_2;SHARK_Zoobenthos_1971_2006_SUSE_2_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1996;TORH 13;Torh 13;00135308;00263636;NAT Nationell miljöövervakning;Naturvårdsverket;;1996-05-11;5f8fd259978ec9ec0ebe39f1d3a206fe;1996-05-11;;;;55 44.99;15 43.53;55,74988;15,72543;52;Ursprunglig koordinat 554500 154369 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 5544993 1543526;1;;;Stockholms universitet;;Saduria entomon;;101726;Abundance;25,9067;ind/m2;;Y;;;;;;;;Stockholms universitet;Utsjövatten;Övriga områden utanför Sverige;Del av Bornholmshavets utsjövatten;;;12 - Bornholmshavet och Hanöbukten;HELCOM;;;;SE618007-149500;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_1;SHARK_Zoobenthos_1971_2006_SUSE_1_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1996;4006;4006;;;NAT Nationell miljöövervakning;Naturvårdsverket;;1996-05-08;132ad585aa2fbfd3d3045ac261177281;1996-05-08;;;;57 34.18;17 26.72;57,56972;17,44537;66;Ursprunglig koordinat 573570 172700 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / ytterligare 2 van veen försök gav bara sten i huggen skorv + 1 terebellides Ursprunglig koordinat 5734183 1726722;1;;;Stockholms universitet;;Saduria entomon;;101726;Abundance;34,5423;ind/m2;;Y;;;;;;;;Stockholms universitet;Utsjövatten;Övriga områden utanför Sverige;Del av V Gotlandshavets utsjövatten;;;08 - Västra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_1;SHARK_Zoobenthos_1971_2006_SUSE_1_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1996;P14;P14;;;SRK Västra Hanöbukten 1989-2010;Vattenvårdsförbundet för västra Hanöbukten;;1996-05-08;36a21d5757c31a5d2f2eb14dfb564e9e;1996-05-08;;;;55 46.24;14 47.33;55,77075;14,78878;51,3;Ordinarie pegelstation (SKU) som återbesökts under VHVF. Jämför karta i SKU-rapport 1 med karta i VHVF årsrapport 1996. Ursprunglig koordinat 554625 144750 RT 38 Alternativt namn Kalmar databas 14 / Konserveringsmetod: BMP 4 % formaldehydlösning buffrad med hexametylentetramin HELCOM 1980. Guidelines for the Baltic Monitoring Programme for the first stage. Mimeo.HELCOM 1984. Guidelines for the Baltic Monitoring Programme for the second stage. Baltic Sea Environment Proceedings 12.HELCOM 1988. Guidelines for the Baltic Monitoring Programme for the third stage. Baltic Sea Environment Proceedings 27D / Ursprunglig koordinat 554625 14475 RT 90 Ursprunglig koordinat 554625 14475 RT 90;1;;;Linnéuniversitetet;NO;Saduria entomon;;101726;Abundance;8,31947;ind/m2;;Y;;;;;;;;Linnéuniversitetet;Utsjövatten;Övriga områden utanför Sverige;Del av Hanöbuktens utsjövatten;;;12 - Bornholmshavet och Hanöbukten;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1989_2010_LNU_VHVVF;SHARK_Zoobenthos_1989_2010_LNU_VHVVF_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1996;P14;P14;;;SRK Västra Hanöbukten 1989-2010;Vattenvårdsförbundet för västra Hanöbukten;;1996-05-08;ee6d7807cd552201a8abdaa8d554e3eb;1996-05-08;;;;55 46.24;14 47.33;55,77075;14,78878;51,3;Ordinarie pegelstation (SKU) som återbesökts under VHVF. Jämför karta i SKU-rapport 1 med karta i VHVF årsrapport 1996. Ursprunglig koordinat 554625 144750 RT 38 Alternativt namn Kalmar databas 14 / Konserveringsmetod: BMP 4 % formaldehydlösning buffrad med hexametylentetramin HELCOM 1980. Guidelines for the Baltic Monitoring Programme for the first stage. Mimeo.HELCOM 1984. Guidelines for the Baltic Monitoring Programme for the second stage. Baltic Sea Environment Proceedings 12.HELCOM 1988. Guidelines for the Baltic Monitoring Programme for the third stage. Baltic Sea Environment Proceedings 27D / Ursprunglig koordinat 554625 14475 RT 90 Ursprunglig koordinat 554625 14475 RT 90;2;;;Linnéuniversitetet;NO;Saduria entomon;;101726;Abundance;8,31947;ind/m2;;Y;;;;;;;;Linnéuniversitetet;Utsjövatten;Övriga områden utanför Sverige;Del av Hanöbuktens utsjövatten;;;12 - Bornholmshavet och Hanöbukten;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1989_2010_LNU_VHVVF;SHARK_Zoobenthos_1989_2010_LNU_VHVVF_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1996;P17;P17;;;SRK Västra Hanöbukten 1989-2010;Vattenvårdsförbundet för västra Hanöbukten;;1996-05-08;9a4199502e660b30f5bcf4bd8fb7b2d2;1996-05-08;;;;55 45.87;15 15.78;55,76443;15,26307;58;Ordinarie pegelstation (SKU) som återbesökts under VHVF. Jämför karta i SKU-rapport 1 med karta i VHVF årsrapport 1996. Ursprunglig koordinat 5545866 1515784 RT 38 Alternativt namn Kalmar databas 17 / Konserveringsmetod: BMP 4 % formaldehydlösning buffrad med hexametylentetramin HELCOM 1980. Guidelines for the Baltic Monitoring Programme for the first stage. Mimeo.HELCOM 1984. Guidelines for the Baltic Monitoring Programme for the second stage. Baltic Sea Environment Proceedings 12.HELCOM 1988. Guidelines for the Baltic Monitoring Programme for the third stage. Baltic Sea Environment Proceedings 27D / Ursprunglig koordinat 554625 15475 RT 90 Ursprunglig koordinat 554625 15475 RT 90;1;;;Linnéuniversitetet;NO;Saduria entomon;;101726;Abundance;8,31947;ind/m2;;Y;;;;;;;;Linnéuniversitetet;Utsjövatten;Övriga områden utanför Sverige;Del av Hanöbuktens utsjövatten;;;12 - Bornholmshavet och Hanöbukten;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1989_2010_LNU_VHVVF;SHARK_Zoobenthos_1989_2010_LNU_VHVVF_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1996;P17;P17;;;SRK Västra Hanöbukten 1989-2010;Vattenvårdsförbundet för västra Hanöbukten;;1996-05-08;1b6196520c16cde1eaab148d70dd2d86;1996-05-08;;;;55 45.87;15 15.78;55,76443;15,26307;58;Ordinarie pegelstation (SKU) som återbesökts under VHVF. Jämför karta i SKU-rapport 1 med karta i VHVF årsrapport 1996. Ursprunglig koordinat 5545866 1515784 RT 38 Alternativt namn Kalmar databas 17 / Konserveringsmetod: BMP 4 % formaldehydlösning buffrad med hexametylentetramin HELCOM 1980. Guidelines for the Baltic Monitoring Programme for the first stage. Mimeo.HELCOM 1984. Guidelines for the Baltic Monitoring Programme for the second stage. Baltic Sea Environment Proceedings 12.HELCOM 1988. Guidelines for the Baltic Monitoring Programme for the third stage. Baltic Sea Environment Proceedings 27D / Ursprunglig koordinat 554625 15475 RT 90 Ursprunglig koordinat 554625 15475 RT 90;2;;;Linnéuniversitetet;NO;Saduria entomon;;101726;Abundance;8,31947;ind/m2;;Y;;;;;;;;Linnéuniversitetet;Utsjövatten;Övriga områden utanför Sverige;Del av Hanöbuktens utsjövatten;;;12 - Bornholmshavet och Hanöbukten;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1989_2010_LNU_VHVVF;SHARK_Zoobenthos_1989_2010_LNU_VHVVF_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1996;P17;P17;;;SRK Västra Hanöbukten 1989-2010;Vattenvårdsförbundet för västra Hanöbukten;;1996-05-08;681a9a9d9e9e42c5aa87330b8edbbcd5;1996-05-08;;;;55 45.87;15 15.78;55,76443;15,26307;58;Ordinarie pegelstation (SKU) som återbesökts under VHVF. Jämför karta i SKU-rapport 1 med karta i VHVF årsrapport 1996. Ursprunglig koordinat 5545866 1515784 RT 38 Alternativt namn Kalmar databas 17 / Konserveringsmetod: BMP 4 % formaldehydlösning buffrad med hexametylentetramin HELCOM 1980. Guidelines for the Baltic Monitoring Programme for the first stage. Mimeo.HELCOM 1984. Guidelines for the Baltic Monitoring Programme for the second stage. Baltic Sea Environment Proceedings 12.HELCOM 1988. Guidelines for the Baltic Monitoring Programme for the third stage. Baltic Sea Environment Proceedings 27D / Ursprunglig koordinat 554625 15475 RT 90 Ursprunglig koordinat 554625 15475 RT 90;3;;;Linnéuniversitetet;NO;Saduria entomon;;101726;Abundance;8,31947;ind/m2;;Y;;;;;;;;Linnéuniversitetet;Utsjövatten;Övriga områden utanför Sverige;Del av Hanöbuktens utsjövatten;;;12 - Bornholmshavet och Hanöbukten;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1989_2010_LNU_VHVVF;SHARK_Zoobenthos_1989_2010_LNU_VHVVF_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1995;3001 N KOPPARSTENARNA;3001;00157844;00265441;NAT Nationell miljöövervakning;Naturvårdsverket;;1995-05-18;c2d36298f08dc2c3dd2e4a8edcca0941;1995-05-18;;;;58 38.07;19 13.29;58,63448;19,22147;35,5;Ursprunglig koordinat 583800 191300 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 5838069 1913288;1;;;Stockholms universitet;;Saduria entomon;;101726;Abundance;8,63558;ind/m2;;Y;;;;;;;;Stockholms universitet;Utsjövatten;Övriga områden utanför Sverige;Del av V Gotlandshavets utsjövatten;;;08 - Västra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_1;SHARK_Zoobenthos_1971_2006_SUSE_1_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1995;BCS III-10;BCS III-10;00135636;00263953;NAT Nationell miljöövervakning;Naturvårdsverket;;1995-05-16;462cf42e82a90cc6d8fb0ef01a2ae4a6;1995-05-16;;;;55 33.09;18 23.82;55,55150;18,39700;90;Ursprunglig koordinat 553300 182400 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 553309 182382 WGS 84;1;;;Stockholms universitet;NV4;Saduria entomon;;101726;Abundance;39,2157;ind/m2;;Y;;;;;;;;-;Utsjövatten;Övriga områden utanför Sverige;Del av Ö Gotlandshavets utsjövatten;;;09 - Östra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_2;SHARK_Zoobenthos_1971_2006_SUSE_2_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1995;BCS III-10;BCS III-10;00135636;00263953;NAT Nationell miljöövervakning;Naturvårdsverket;;1995-05-16;cba0973846d3c830fcc5b65ec6d4d1da;1995-05-16;;;;55 33.09;18 23.82;55,55150;18,39700;90;Ursprunglig koordinat 553300 182400 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 553309 182382 WGS 84;2;;;Stockholms universitet;NV4;Saduria entomon;;101726;Abundance;9,80392;ind/m2;;Y;;;;;;;;-;Utsjövatten;Övriga områden utanför Sverige;Del av Ö Gotlandshavets utsjövatten;;;09 - Östra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_2;SHARK_Zoobenthos_1971_2006_SUSE_2_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1995;BCS III-10;BCS III-10;00135636;00263953;NAT Nationell miljöövervakning;Naturvårdsverket;;1995-05-16;86cb69d842de727c8b7618a8493b0d59;1995-05-16;;;;55 33.09;18 23.82;55,55150;18,39700;90;Ursprunglig koordinat 553300 182400 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 553309 182382 WGS 84;3;;;Stockholms universitet;NV4;Saduria entomon;;101726;Abundance;9,80392;ind/m2;;Y;;;;;;;;-;Utsjövatten;Övriga områden utanför Sverige;Del av Ö Gotlandshavets utsjövatten;;;09 - Östra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_2;SHARK_Zoobenthos_1971_2006_SUSE_2_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1995;BCS III-10;BCS III-10;00135636;00263953;NAT Nationell miljöövervakning;Naturvårdsverket;;1995-05-16;d1afcb43d43d713eff76ecc7a4c27d5b;1995-05-16;;;;55 33.09;18 23.82;55,55150;18,39700;90;Ursprunglig koordinat 553300 182400 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 553309 182382 WGS 84;4;;;Stockholms universitet;NV4;Saduria entomon;;101726;Abundance;9,80392;ind/m2;;Y;;;;;;;;-;Utsjövatten;Övriga områden utanför Sverige;Del av Ö Gotlandshavets utsjövatten;;;09 - Östra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_2;SHARK_Zoobenthos_1971_2006_SUSE_2_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1995;BCS III-10;BCS III-10;00135636;00263953;NAT Nationell miljöövervakning;Naturvårdsverket;;1995-05-16;360839228ab46b0bd3e5fb9010e0897f;1995-05-16;;;;55 33.09;18 23.82;55,55150;18,39700;90;Ursprunglig koordinat 553300 182400 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 553309 182382 WGS 84;5;;;Stockholms universitet;NV4;Saduria entomon;;101726;Abundance;19,6078;ind/m2;;Y;;;;;;;;-;Utsjövatten;Övriga områden utanför Sverige;Del av Ö Gotlandshavets utsjövatten;;;09 - Östra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_2;SHARK_Zoobenthos_1971_2006_SUSE_2_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1995;I:2;I: 2;00135400;00263726;NAT Nationell miljöövervakning;Naturvårdsverket;;1995-05-13;005e2405d96df71e438ce608687072dc;1995-05-13;;;;55 07.45;13 15.85;55,12417;13,26417;40;Ursprunglig koordinat 550754 131608 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 550745 131585 WGS 84;1;;;Stockholms universitet;NV4;Saduria entomon;;101726;Abundance;9,80392;ind/m2;;Y;;;;;;;;-;Utsjövatten;Övriga områden utanför Sverige;Del av Arkonahavets utsjövatten;;;13 - Arkonahavet och Södra Öresund;HELCOM;;;;SE611353-133815;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_1;SHARK_Zoobenthos_1971_2006_SUSE_1_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1995;TORH 13;Torh 13;00135308;00263636;NAT Nationell miljöövervakning;Naturvårdsverket;;1995-05-12;cb0f3edb21891140103a7a42a31bb9c1;1995-05-12;;;;55 45.00;15 43.72;55,75000;15,72867;52;Ursprunglig koordinat 554500 154369 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Ursprunglig koordinat 554500 154372 WGS 84;1;;;Stockholms universitet;NV6;Saduria entomon;;101726;Abundance;43,1779;ind/m2;;Y;;;;;;;;-;Utsjövatten;Övriga områden utanför Sverige;Del av Bornholmshavets utsjövatten;;;12 - Bornholmshavet och Hanöbukten;HELCOM;;;;SE618007-149500;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_1;SHARK_Zoobenthos_1971_2006_SUSE_1_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1994;4001;4001;00157853;00265450;NAT Nationell miljöövervakning;Naturvårdsverket;;1994-05-28;9d28dd7728f554d1f1449aa58b3747e8;1994-05-28;;;;58 15.13;18 26.84;58,25217;18,44733;77;Ursprunglig koordinat 581500 182630 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Decca chain 4B Red B7.61 Green H42.21 Purple B70.28 Ursprunglig koordinat 581513 182684;1;;;Stockholms universitet;;Saduria entomon;;101726;Abundance;8,45309;ind/m2;;Y;;;;;;;;Stockholms universitet;Utsjövatten;Övriga områden utanför Sverige;Del av V Gotlandshavets utsjövatten;;;08 - Västra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_1;SHARK_Zoobenthos_1971_2006_SUSE_1_version_2020-10-27.zip
Zoobenthos;Klar;Leverantör;1994;BCS III-10;BCS III-10;00135636;00263953;NAT Nationell miljöövervakning;Naturvårdsverket;;1994-05-27;8fc23165da1ef30df6ec9e437e9904c3;1994-05-27;;;;55 33.06;18 23.84;55,55100;18,39733;90;Ursprunglig koordinat 553300 182400 WGS 84 / Konserveringsmetod: BIN BR 06 4 % formaldehydlösning buffrad med hexametylentetramin Naturvårdsverket 1986. Recipientkontroll vatten. Metodbeskrivningar Del I. Undersökningsmetoder för basprogram. Naturvårdsverket Rapport 3108. / Individuella djup för huggen: 90, 90, 90, 90, 90 Decca chain 0A Red J13.30 Green D43.05 Purple Ursprunglig koordinat 553306 182384 WGS 84;2;;;Stockholms universitet;NV6;Saduria entomon;;101726;Abundance;8,45309;ind/m2;;Y;;;;;;;;-;Utsjövatten;Övriga områden utanför Sverige;Del av Ö Gotlandshavets utsjövatten;;;09 - Östra Gotlandshavet;HELCOM;;;;;Animalia;Arthropoda;Malacostraca;Isopoda;Chaetilidae;Saduria;Saduria entomon;Biota - Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Valvifera - Chaetilidae - Saduria - Saduria entomon;Ej rödlistad;Saduria entomon;;;;SHARK_Zoobenthos_1971_2006_SUSE_2;SHARK_Zoobenthos_1971_2006_SUSE_2_version_2020-10-27.zip
